idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
813,625,-1.40467,-2.20997,-0.0364072,0.845636,0.0197861,-0.00513757,-0.533373
814,282,-1.81979,-4.32954,-0.312057,0.995395,0.00256987,-0.0378526,0.0880449
171,200,2.95051,1.7141,-0.194845,0.629901,-0.0234554,0.0293545,-0.775774
282,438,6.50861,15.5127,2.21934,0.954577,-0.146137,0.0410699,0.256405
815,198,1.4494,-5.95227,-0.285027,0.677103,0.0326143,-0.0303441,-0.734543
172,628,4.31042,0.00357698,0.0291506,0.972191,0.00133343,0.00221298,0.234182
198,440,-13.3958,-8.2909,-0.382799,0.116154,-0.0229914,0.0232926,0.992693
281,628,21.6161,6.68047,9.24658,0.0660387,-0.292198,0.946277,0.121731
816,12,7.35756,7.34345,-1.26036,0.860305,-0.0369852,0.027879,0.507674
12,173,-7.20422,0.96356,-0.0318874,0.883278,0.0310501,-0.00219837,-0.467818
279,628,-4.30725,-8.68592,6.39083,-0.0282358,-0.134879,0.950296,-0.279212
817,198,0.784369,8.69628,-0.983164,-0.255068,-0.00861118,0.0495903,0.965612
10,174,3.8404,-2.46539,-0.197626,0.576468,0.0175833,0.0278668,-0.816474
11,173,-3.57366,-2.75132,-0.165713,-0.445518,-0.0235609,0.0201928,0.894736
198,279,5.52976,4.75782,0.130328,-0.195563,-0.00188032,-0.00353165,0.980682
443,466,12.9226,2.10496,-0.323512,0.842821,-0.0293616,0.0240142,0.536859
818,278,-0.381762,-2.53664,0.0307489,0.474026,-0.0459497,-0.0253868,0.878946
9,442,1.87281,-3.86948,0.0750932,0.559786,-0.0119762,-0.00730428,0.828525
175,631,4.22418,0.834757,-0.076236,0.927807,-0.000883515,0.00178616,-0.373062
443,631,-6.52955,0.42909,-0.105617,0.51131,-0.00274628,0.00266348,0.859405
820,176,-1.64988,-3.01039,-0.0676472,0.835076,0.0180166,-0.0182524,0.549541
821,193,-1.30993,-3.1392,-0.0748096,0.608726,-0.0279364,-0.0256859,0.792473
178,445,8.35832,-12.5049,0.419454,0.706463,-0.0070205,0.00165378,-0.707721
822,446,-0.388468,-3.95374,-0.0646517,0.801697,-0.00138726,0.00713415,0.59769
823,447,4.3478,6.09377,0.0107103,0.969179,0.00761945,-0.013947,0.245848
824,182,-4.3319,3.52628,0.0963356,-0.322281,0.00559899,-0.0331928,0.946045
181,450,1.01002,-1.62532,-0.272208,0.55153,0.0531826,0.00235042,-0.832467
825,182,-0.921341,4.69442,0.0479659,0.966993,-0.0272508,0.00825136,-0.253216
183,451,-0.283561,-6.26503,0.0383278,-0.149463,0.000327028,0.0140268,0.98867
826,639,-2.66631,3.4931,0.0969351,0.545101,0.00487019,-0.00506101,-0.838342
184,639,-1.28986,-1.92848,-0.0424349,0.938622,0.0139235,-0.00490586,-0.344637
827,268,5.97532,-2.28291,-0.10605,-0.144809,0.0297528,-0.0333258,0.988451
185,454,-0.161775,-5.94162,-0.512716,0.711582,-0.00588057,-0.034645,0.701723
268,639,9.75733,-4.26464,-0.640604,0.634698,0.0122663,0.0341771,-0.77191
