idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
814,282,-1.77564,-4.35009,-0.306672,0.995339,0.00276798,-0.0388494,0.0882371
171,200,2.95144,1.71991,-0.179959,0.629992,-0.0237562,0.0286615,-0.775756
282,438,3.64163,13.2979,-0.50603,0.99364,0.0114566,0.036526,0.105898
815,198,1.37717,-5.88174,-0.305236,0.677509,0.0327714,-0.0221418,-0.734457
172,628,4.31351,0.00452707,0.0331481,0.972253,0.00129197,0.00264404,0.233917
198,440,-13.419,-8.30676,-0.321429,0.115909,-0.0231353,0.0251152,0.992673
281,628,2.93223,3.89194,-0.101074,0.90218,-0.0337646,0.00628165,0.429994
816,12,7.38948,7.29781,-1.33312,0.860375,-0.040203,0.0281426,0.507299
12,173,-7.15599,1.00607,0.0297487,0.88269,0.034324,-0.00228483,-0.468769
279,628,15.3598,2.25198,-0.312125,-0.386973,-0.00869628,-0.0308564,0.921535
817,198,0.787806,8.65248,-0.98681,-0.255492,-0.00943172,0.0505554,0.965443
10,174,3.77258,-2.44383,-0.182407,0.576467,0.0188324,0.0281584,-0.816421
11,173,-3.54302,-2.77695,-0.139733,-0.444416,-0.0248515,0.0218521,0.895203
198,279,5.51449,4.71401,0.130991,-0.194588,-0.00220934,-0.00318763,0.980885
443,466,12.9743,2.03551,-0.353276,0.84273,-0.031774,0.0239825,0.536868
818,278,-0.279324,-2.54284,0.0588215,0.473216,-0.0479713,-0.0302131,0.879128
9,442,14.1995,-7.76586,-0.215046,0.556964,0.00574617,-0.0301565,0.829963
175,631,4.18359,0.845639,-0.0874066,0.927797,-0.000434982,0.0020734,-0.373088
443,631,-6.52141,0.419409,-0.0858218,0.511356,-0.00241132,0.00294308,0.85936
820,176,-1.60691,-3.03814,0.00663945,0.834546,0.0145062,-0.0194911,0.550408
821,193,-1.3728,-3.19051,-0.054974,0.607739,-0.0268103,-0.0240733,0.793322
178,445,8.35295,-12.4994,0.463138,0.705508,-0.00487913,0.000665893,-0.708722
822,446,-0.421858,-4.00878,-0.0348753,0.801753,-0.00163852,0.00650724,0.597623
823,447,4.25794,6.06486,-0.070498,0.969034,0.0079775,-0.0141987,0.246406
824,182,-4.30962,3.55071,0.109978,-0.320487,0.00716216,-0.0324588,0.946671
181,450,1.06187,-1.612,-0.33312,0.551613,0.0538935,0.00228053,-0.832358
825,182,-0.930314,4.68862,0.0601736,0.967068,-0.026377,0.00639119,-0.253083
183,451,-0.281506,-6.26146,0.0291779,-0.149784,0.00226415,0.0142741,0.988616
826,639,-2.6516,3.49606,0.121055,0.545034,0.00535785,-0.00488911,-0.838384
184,639,-1.32417,-1.97671,-0.0575411,0.938676,0.013732,-0.00461482,-0.344544
827,268,6.03476,-2.23845,-0.134679,-0.145744,0.029898,-0.0345731,0.988236
185,454,-0.134073,-5.97795,-0.449102,0.711664,-0.00536945,-0.0339001,0.701725
268,639,9.69907,-4.24609,-0.68726,0.634683,0.0125946,0.0354866,-0.771893
