idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
814,282,-1.80038,-4.3693,-0.299937,0.99545,0.00265065,-0.0378058,0.0874484
171,200,2.95667,1.75061,-0.190071,0.63007,-0.0250172,0.0298219,-0.775568
282,438,3.66955,13.3038,-0.457056,0.993708,0.0114618,0.0365799,0.105249
815,198,1.29095,-5.79081,-0.421111,0.676674,0.0341525,-0.0121787,-0.735394
172,628,4.3389,0.00952362,0.0527562,0.972097,0.000788013,0.00283776,0.234573
198,440,-13.4154,-8.28397,-0.271114,0.116461,-0.0248452,0.0265165,0.992532
281,628,2.89331,3.87593,-0.010301,0.902493,-0.0370128,0.00723418,0.429054
816,12,7.42227,7.3514,-1.32728,0.859986,-0.039316,0.0211115,0.508361
12,173,-7.17006,0.997117,0.0527422,0.882597,0.0346521,-0.00283279,-0.468848
279,628,15.3593,2.28982,-0.228109,-0.386112,-0.00886301,-0.0356675,0.921721
817,198,0.774004,8.72302,-1.02611,-0.255558,-0.00923994,0.0482343,0.965549
10,174,3.80011,-2.48811,-0.134189,0.57675,0.0196397,0.0285691,-0.816186
11,173,-3.54259,-2.77865,-0.0490677,-0.444528,-0.0278366,0.0235263,0.895026
198,279,5.50767,4.70646,0.130439,-0.194032,-0.0024356,-0.00332155,0.980988
443,466,12.9311,2.08974,-0.291745,0.842886,-0.0290083,0.0228156,0.536836
818,278,-0.296666,-2.58615,0.0956842,0.473467,-0.0488893,-0.0290344,0.878976
9,442,28.9295,-15.6766,-4.6001,-0.209819,0.87859,0.0687557,-0.423476
175,631,4.21161,0.833661,-0.0691926,0.927805,-0.00169209,0.00154119,-0.373061
443,631,-6.54419,0.441563,-0.040941,0.511398,-0.0013594,0.00106297,0.859351
820,176,-1.63714,-3.09693,0.0920347,0.835048,0.0119479,-0.0198392,0.549691
821,193,-1.37867,-3.22353,-0.00352379,0.607908,-0.0269535,-0.0264089,0.793114
178,445,8.36581,-12.5028,0.487908,0.705592,-0.00286458,0.000835251,-0.708616
822,446,-0.519901,-4.03842,0.0737632,0.799301,-0.00159101,0.00271732,0.600928
823,447,4.2482,6.04017,-0.080605,0.969181,0.00865579,-0.0143824,0.245781
824,182,-4.26775,3.54096,0.161833,-0.32112,0.00613188,-0.0353727,0.946358
181,450,1.02887,-1.69363,-0.358244,0.551877,0.0540092,0.00223478,-0.832178
825,182,-0.972535,4.73795,0.210216,0.966536,-0.0339204,0.0151952,-0.253834
183,451,-0.256502,-6.41229,0.068276,-0.146438,0.000241254,0.0144086,0.989116
826,639,-2.64256,3.49591,0.130941,0.544863,0.00495699,-0.00533571,-0.838496
184,639,-1.33266,-1.97542,-0.0547752,0.93863,0.0129661,-0.00461442,-0.344655
827,268,6.10298,-2.22937,-0.122246,-0.14687,0.0306118,-0.0355919,0.988043
185,454,-0.136387,-5.98684,-0.479025,0.711591,-0.00427425,-0.0344983,0.701739
268,639,9.78792,-4.25984,-0.628563,0.6346,0.0138795,0.0357543,-0.771892
